origin_sido,origin_sgg,dest_dong,n
서울특별시,송파구,위례동,126
서울특별시,송파구,신흥2동,94
서울특별시,강남구,신흥2동,69
경기도,광주시,성남동,63
경기도,용인시 수지구,금곡동,61
경기도,하남시,위례동,59
경기도,용인시 수지구,구미동,56
서울특별시,강남구,위례동,50
경기도,용인시 수지구,정자1동,47
서울특별시,송파구,성남동,37
경기도,용인시 수지구,운중동,36
서울특별시,송파구,복정동,33
경기도,광주시,신흥2동,32
경기도,용인시 기흥구,구미동,32
경기도,광주시,야탑3동,29
경기도,화성시,정자1동,29
경기도,용인시 수지구,신흥2동,29
서울특별시,관악구,정자1동,29
서울특별시,관악구,복정동,28
경기도,용인시 수지구,구미1동,27
경기도,용인시 기흥구,위례동,27
서울특별시,관악구,위례동,27
서울특별시,강동구,위례동,26
경기도,광주시,상대원1동,26
경기도,용인시 수지구,삼평동,26
경기도,광주시,신흥3동,26
경기도,광주시,은행2동,24
경기도,하남시,신흥2동,24
서울특별시,강동구,신흥2동,24
경기도,용인시 수지구,정자2동,23
경기도,수원시 영통구,정자1동,23
경기도,광주시,서현1동,23
경기도,용인시 수지구,정자3동,23
경기도,용인시 기흥구,정자1동,23
서울특별시,강남구,복정동,22
서울특별시,서초구,정자1동,22
서울특별시,관악구,성남동,22
경기도,용인시 수지구,위례동,22
경기도,광주시,분당동,22
경기도,화성시,성남동,22
경기도,수원시 영통구,신흥2동,21
서울특별시,강남구,서현1동,20
서울특별시,강남구,정자1동,20
경기도,광주시,위례동,20
경기도,용인시 기흥구,구미1동,20
경기도,평택시,성남동,19
경기도,광주시,중앙동,19
경기도,용인시 수지구,서현1동,19
경기도,용인시 수지구,성남동,19
경기도,광주시,신흥1동,19
서울특별시,송파구,구미동,19
경기도,수원시 영통구,구미동,18
경기도,광주시,태평2동,18
경기도,남양주시,성남동,18
경기도,수원시 영통구,성남동,18
서울특별시,서초구,운중동,18
경기도,용인시 기흥구,성남동,18
서울특별시,관악구,금곡동,18
경기도,수원시 영통구,금곡동,18
경기도,용인시 기흥구,정자2동,17
경기도,수원시 영통구,위례동,17
경기도,용인시 기흥구,신흥2동,17
서울특별시,송파구,야탑3동,17
서울특별시,강남구,운중동,17
경기도,용인시 기흥구,서현1동,16
서울특별시,강남구,금곡동,16
서울특별시,영등포구,신흥2동,16
서울특별시,용산구,정자1동,16
서울특별시,송파구,금광2동,16
경기도,용인시 수지구,수내1동,16
서울특별시,송파구,삼평동,16
서울특별시,송파구,수내1동,16
서울특별시,동대문구,정자1동,15
경기도,수원시 영통구,삼평동,15
경기도,용인시 수지구,백현동,15
서울특별시,동대문구,서현1동,15
경기도,광주시,금광2동,15
경기도,광주시,태평1동,15
경기도,광주시,태평4동,15
서울특별시,강남구,구미1동,15
서울특별시,강남구,성남동,15
서울특별시,송파구,수진2동,15
서울특별시,관악구,서현1동,15
서울특별시,송파구,서현1동,15
경기도,화성시,정자동,15
서울특별시,마포구,서현1동,14
경기도,수원시 영통구,정자동,14
경기도,용인시 수지구,분당동,14
경기도,광주시,야탑1동,14
서울특별시,송파구,은행2동,14
서울특별시,관악구,야탑3동,14
서울특별시,관악구,구미동,14
경기도,화성시,서현1동,14
서울특별시,강서구,신흥2동,14
서울특별시,강남구,백현동,14
경기도,용인시 기흥구,금곡동,14
서울특별시,강서구,성남동,14
서울특별시,관악구,수진2동,14
서울특별시,관악구,태평1동,14
경기도,남양주시,위례동,14
서울특별시,관악구,백현동,13
서울특별시,관악구,수내1동,13
경기도,수원시 영통구,서현1동,13
경기도,광주시,구미동,13
서울특별시,광진구,위례동,13
서울특별시,서대문구,금곡동,13
서울특별시,강남구,고등동,13
경기도,광주시,백현동,13
경기도,광주시,도촌동,13
서울특별시,강동구,금곡동,13
서울특별시,관악구,구미1동,13
서울특별시,용산구,서현1동,13
서울특별시,서초구,금곡동,13
서울특별시,성북구,정자1동,13
서울특별시,송파구,분당동,13
서울특별시,송파구,금광1동,13
경기도,용인시 기흥구,야탑3동,13
서울특별시,성북구,신흥2동,13
서울특별시,서초구,이매1동,13
서울특별시,송파구,상대원1동,13
경기도,남양주시,신흥2동,12
서울특별시,강남구,야탑3동,12
서울특별시,마포구,금곡동,12
서울특별시,관악구,은행2동,12
경기도,고양시 덕양구,신흥2동,12
서울특별시,송파구,단대동,12
서울특별시,강남구,신촌동,12
서울특별시,양천구,복정동,12
서울특별시,마포구,위례동,12
서울특별시,노원구,신흥2동,12
경기도,광주시,하대원동,12
서울특별시,송파구,구미1동,12
서울특별시,노원구,위례동,12
서울특별시,관악구,정자2동,12
경기도,화성시,구미1동,12
서울특별시,서초구,신흥2동,12
서울특별시,강남구,야탑1동,12
경기도,용인시 수지구,시흥동,12
경기도,광주시,운중동,12
경기도,하남시,성남동,12
서울특별시,동작구,금광2동,12
경기도,용인시 수지구,이매1동,12
경기도,용인시 수지구,서현2동,12
경기도,용인시 수지구,야탑3동,12
서울특별시,구로구,신흥2동,12
경기도,고양시 덕양구,위례동,12
서울특별시,서대문구,정자1동,12
서울특별시,노원구,성남동,12
서울특별시,서대문구,위례동,12
경기도,평택시,정자1동,12
서울특별시,서초구,백현동,12
경기도,용인시 기흥구,정자동,11
경기도,수원시 영통구,백현동,11
서울특별시,광진구,정자1동,11
경기도,용인시 기흥구,백현동,11
서울특별시,성북구,삼평동,11
서울특별시,노원구,서현1동,11
경기도,용인시 기흥구,태평1동,11
서울특별시,강동구,성남동,11
경기도,수원시 영통구,운중동,11
경기도,의정부시,성남동,11
서울특별시,동작구,복정동,11
서울특별시,송파구,태평2동,11
경기도,수원시 영통구,정자2동,11
서울특별시,성동구,위례동,11
경기도,고양시 덕양구,정자동,11
경기도,광주시,상대원3동,11
서울특별시,송파구,정자1동,11
경기도,광주시,이매1동,11
서울특별시,관악구,금광2동,11
서울특별시,영등포구,운중동,11
서울특별시,관악구,분당동,11
서울특별시,성동구,성남동,11
경기도,화성시,신흥2동,11
경기도,수원시 팔달구,성남동,11
경기도,용인시 수지구,정자동,11
경기도,용인시 수지구,판교동,11
경기도,광주시,단대동,11
경기도,용인시 기흥구,복정동,11
서울특별시,동작구,성남동,11
서울특별시,강남구,삼평동,10
서울특별시,동대문구,위례동,10
경기도,고양시 덕양구,성남동,10
경기도,광주시,시흥동,10
경기도,평택시,이매1동,10
서울특별시,송파구,판교동,10
경기도,용인시 기흥구,금광1동,10
서울특별시,금천구,성남동,10
서울특별시,성북구,백현동,10
서울특별시,성북구,금곡동,10
경기도,하남시,운중동,10
경기도,화성시,백현동,10
경기도,용인시 기흥구,운중동,10
경기도,광주시,정자1동,10
서울특별시,송파구,하대원동,10
경기도,광주시,수진2동,10
서울특별시,동작구,구미동,10
경기도,안양시 동안구,신흥2동,10
경기도,남양주시,야탑3동,10
서울특별시,마포구,성남동,10
경기도,안양시 동안구,운중동,10
서울특별시,영등포구,정자1동,10
서울특별시,송파구,중앙동,10
서울특별시,송파구,금곡동,10
서울특별시,종로구,금곡동,10
서울특별시,관악구,서현2동,10
서울특별시,관악구,삼평동,10
경기도,수원시 영통구,야탑3동,10
경기도,용인시 수지구,도촌동,10
서울특별시,서초구,수내1동,10
서울특별시,서초구,성남동,10
서울특별시,관악구,금광1동,10
경기도,용인시 수지구,수내3동,10
서울특별시,서대문구,운중동,10
서울특별시,강서구,정자1동,10
서울특별시,서초구,구미1동,10
서울특별시,관악구,정자동,10
서울특별시,마포구,신흥2동,10
경기도,용인시 기흥구,수내1동,10
서울특별시,강남구,정자3동,10
서울특별시,관악구,하대원동,10
서울특별시,동작구,운중동,10
서울특별시,강동구,서현1동,10
서울특별시,광진구,성남동,10
서울특별시,광진구,야탑3동,10
서울특별시,강남구,정자2동,10
서울특별시,광진구,야탑1동,10
서울특별시,동작구,정자1동,10
서울특별시,노원구,정자1동,9
경기도,광주시,은행1동,9
서울특별시,강남구,은행2동,9
경기도,화성시,정자2동,9
서울특별시,강남구,분당동,9
서울특별시,종로구,정자1동,9
경기도,화성시,수내1동,9
서울특별시,은평구,성남동,9
서울특별시,강남구,수내3동,9
경기도,시흥시,복정동,9
서울특별시,노원구,정자동,9
서울특별시,송파구,도촌동,9
서울특별시,광진구,신흥2동,9
경기도,광주시,정자동,9
서울특별시,용산구,운중동,9
경기도,용인시 기흥구,분당동,9
서울특별시,강남구,도촌동,9
경기도,광주시,태평3동,9
경기도,화성시,야탑1동,9
경기도,화성시,하대원동,9
서울특별시,강서구,서현1동,9
서울특별시,관악구,신흥2동,9
서울특별시,노원구,야탑3동,9
서울특별시,노원구,금곡동,9
서울특별시,강남구,이매1동,9
서울특별시,서초구,고등동,9
서울특별시,동대문구,판교동,9
경기도,광주시,금광1동,9
경기도,용인시 처인구,성남동,9
서울특별시,마포구,이매1동,9
경기도,화성시,금곡동,9
서울특별시,송파구,운중동,9
경기도,수원시 영통구,정자3동,9
경기도,평택시,야탑3동,9
경기도,용인시 기흥구,은행2동,9
서울특별시,송파구,태평3동,9
서울특별시,영등포구,성남동,9
경기도,이천시,성남동,9
서울특별시,동작구,위례동,9
경기도,용인시 기흥구,이매1동,9
서울특별시,서초구,판교동,9
서울특별시,관악구,고등동,9
경기도,평택시,야탑1동,9
경기도,화성시,금광2동,9
서울특별시,마포구,수내1동,9
서울특별시,송파구,야탑1동,9
경기도,광주시,복정동,9
경기도,화성시,삼평동,9
서울특별시,서대문구,정자동,9
경기도,광주시,서현2동,9
경기도,광주시,수내3동,9
경기도,용인시 기흥구,야탑1동,9
경기도,광주시,수내1동,9
서울특별시,영등포구,백현동,8
서울특별시,강동구,분당동,8
서울특별시,강남구,판교동,8
서울특별시,성북구,위례동,8
경기도,이천시,정자1동,8
경기도,수원시 권선구,성남동,8
경기도,평택시,서현1동,8
서울특별시,광진구,구미동,8
서울특별시,광진구,태평1동,8
서울특별시,동작구,백현동,8
경기도,평택시,신촌동,8
서울특별시,송파구,이매1동,8
경기도,고양시 덕양구,서현1동,8
서울특별시,서초구,정자2동,8
서울특별시,서대문구,서현1동,8
경기도,수원시 장안구,성남동,8
경기도,고양시 일산동구,정자1동,8
경기도,용인시 처인구,금곡동,8
경기도,용인시 처인구,구미동,8
경기도,남양주시,복정동,8
경기도,고양시 일산서구,태평1동,8
서울특별시,서대문구,삼평동,8
서울특별시,송파구,백현동,8
서울특별시,송파구,태평1동,8
서울특별시,강서구,은행2동,8
서울특별시,강동구,야탑3동,8
경기도,용인시 수지구,금광1동,8
경기도,안산시 단원구,복정동,8
서울특별시,서초구,위례동,8
서울특별시,관악구,이매1동,8
서울특별시,마포구,백현동,8
경기도,용인시 수지구,고등동,8
서울특별시,관악구,단대동,8
서울특별시,성북구,성남동,8
서울특별시,영등포구,위례동,8
서울특별시,성동구,고등동,8
경기도,광주시,정자3동,8
서울특별시,동대문구,금곡동,8
경기도,하남시,야탑3동,8
서울특별시,노원구,복정동,8
서울특별시,구로구,성남동,8
서울특별시,성동구,백현동,8
경기도,화성시,정자3동,8
서울특별시,노원구,구미동,8
서울특별시,노원구,야탑1동,8
서울특별시,양천구,백현동,8
경기도,화성시,구미동,8
경기도,화성시,태평2동,8
경기도,화성시,금광1동,8
서울특별시,성북구,구미동,8
서울특별시,성동구,서현1동,8
경기도,화성시,판교동,8
서울특별시,영등포구,금곡동,8
서울특별시,성북구,서현1동,8
경기도,광주시,삼평동,8
서울특별시,서대문구,판교동,8
서울특별시,송파구,신흥3동,8
경기도,용인시 기흥구,삼평동,8
경기도,고양시 덕양구,야탑3동,8
서울특별시,동대문구,신흥2동,8
서울특별시,구로구,판교동,8
경기도,용인시 수지구,태평2동,7
경기도,안양시 동안구,정자1동,7
경기도,화성시,서현2동,7
경기도,화성시,운중동,7
경기도,부천시 원미구,성남동,7
경기도,용인시 수지구,상대원1동,7
서울특별시,용산구,위례동,7
경기도,수원시 팔달구,복정동,7
서울특별시,강서구,구미동,7
서울특별시,양천구,야탑1동,7
경기도,용인시 기흥구,야탑2동,7
경기도,하남시,이매1동,7
경기도,화성시,상대원1동,7
경기도,수원시 장안구,분당동,7
경기도,화성시,야탑3동,7
서울특별시,종로구,서현1동,7
경기도,화성시,분당동,7
서울특별시,강서구,위례동,7
서울특별시,강동구,정자동,7
경기도,남양주시,정자3동,7
경기도,화성시,위례동,7
경기도,용인시 기흥구,정자3동,7
경기도,수원시 권선구,복정동,7
경기도,평택시,양지동,7
서울특별시,강남구,수진2동,7
서울특별시,강남구,금광1동,7
경기도,용인시 기흥구,수내3동,7
경기도,하남시,금광1동,7
서울특별시,종로구,야탑3동,7
서울특별시,영등포구,정자2동,7
서울특별시,강남구,구미동,7
경기도,평택시,상대원1동,7
서울특별시,영등포구,정자동,7
경기도,수원시 권선구,정자1동,7
경기도,하남시,금광2동,7
경기도,수원시 영통구,구미1동,7
경기도,하남시,도촌동,7
경기도,의정부시,복정동,7
서울특별시,영등포구,서현1동,7
경기도,화성시,태평1동,7
서울특별시,강동구,구미동,7
경기도,시흥시,정자1동,7
서울특별시,강동구,백현동,7
경기도,하남시,서현1동,7
서울특별시,강동구,삼평동,7
경기도,수원시 팔달구,신흥2동,7
서울특별시,양천구,정자1동,7
경기도,부천시 원미구,신흥2동,7
경기도,시흥시,정자동,7
경기도,수원시 영통구,야탑2동,7
서울특별시,강동구,정자1동,7
경기도,화성시,이매1동,7
서울특별시,강남구,야탑2동,7
경기도,안산시 상록구,복정동,7
서울특별시,동작구,야탑1동,7
서울특별시,동작구,신흥2동,7
서울특별시,서초구,정자3동,7
서울특별시,관악구,은행1동,7
서울특별시,관악구,정자3동,7
서울특별시,관악구,태평3동,7
서울특별시,서초구,분당동,7
서울특별시,서초구,구미동,7
서울특별시,서대문구,야탑1동,7
서울특별시,서대문구,성남동,7
서울특별시,송파구,정자2동,7
서울특별시,서대문구,구미동,7
서울특별시,마포구,정자1동,7
서울특별시,광진구,수진2동,7
서울특별시,광진구,태평2동,7
서울특별시,성동구,신흥2동,7
서울특별시,중랑구,금광1동,7
서울특별시,동대문구,야탑3동,7
서울특별시,동대문구,성남동,7
서울특별시,동대문구,복정동,7
서울특별시,동대문구,금광2동,7
서울특별시,동대문구,구미동,7
서울특별시,동대문구,구미1동,7
서울특별시,금천구,고등동,7
서울특별시,양천구,금곡동,7
경기도,광주시,구미1동,7
경기도,광주시,금곡동,7
서울특별시,금천구,운중동,7
서울특별시,중랑구,야탑3동,7
서울특별시,노원구,금광2동,7
경기도,고양시 덕양구,정자2동,7
서울특별시,성동구,운중동,7
서울특별시,성북구,운중동,7
서울특별시,성북구,이매2동,7
서울특별시,성동구,야탑3동,7
경기도,고양시 덕양구,도촌동,7
서울특별시,송파구,고등동,7
경기도,하남시,단대동,6
서울특별시,성북구,정자3동,6
경기도,하남시,금곡동,6
경기도,하남시,고등동,6
경기도,수원시 권선구,금광2동,6
경기도,평택시,운중동,6
서울특별시,동대문구,이매1동,6
경기도,평택시,수내1동,6
경기도,부천시 원미구,위례동,6
서울특별시,동작구,금곡동,6
경기도,수원시 권선구,수진2동,6
경기도,평택시,복정동,6
경기도,파주시,태평1동,6
경기도,수원시 권선구,위례동,6
경기도,파주시,성남동,6
서울특별시,동작구,서현1동,6
경기도,하남시,분당동,6
경기도,용인시 기흥구,신흥3동,6
경기도,부천시 원미구,야탑1동,6
경기도,화성시,도촌동,6
경기도,화성시,신흥3동,6
경기도,광주시,야탑2동,6
경기도,광주시,신촌동,6
서울특별시,노원구,판교동,6
경기도,안산시 상록구,성남동,6
경기도,안산시 상록구,태평1동,6
경기도,화성시,복정동,6
경기도,안양시 동안구,구미동,6
경기도,광주시,고등동,6
서울특별시,성북구,야탑1동,6
서울특별시,은평구,금곡동,6
서울특별시,도봉구,성남동,6
경기도,하남시,태평1동,6
경기도,하남시,정자1동,6
서울특별시,은평구,구미동,6
경기도,안양시 만안구,성남동,6
경기도,양주시,복정동,6
경기도,안산시 단원구,삼평동,6
서울특별시,동대문구,분당동,6
경기도,이천시,야탑3동,6
서울특별시,은평구,정자1동,6
경기도,수원시 팔달구,수내1동,6
경기도,수원시 팔달구,금곡동,6
경기도,용인시 기흥구,상대원1동,6
서울특별시,서초구,복정동,6
서울특별시,성동구,정자1동,6
서울특별시,중랑구,위례동,6
서울특별시,서초구,삼평동,6
경기도,용인시 수지구,복정동,6
서울특별시,서초구,서현1동,6
경기도,용인시 수지구,금광2동,6
경기도,시흥시,성남동,6
서울특별시,송파구,양지동,6
경기도,고양시 일산동구,성남동,6
경기도,시흥시,금광2동,6
경기도,용인시 기흥구,판교동,6
경기도,용인시 기흥구,태평4동,6
경기도,수원시 팔달구,야탑3동,6
서울특별시,서초구,태평1동,6
경기도,고양시 덕양구,정자1동,6
서울특별시,성동구,판교동,6
경기도,용인시 수지구,야탑1동,6
경기도,수원시 영통구,도촌동,6
경기도,의정부시,구미동,6
서울특별시,영등포구,서현2동,6
서울특별시,동작구,정자동,6
서울특별시,송파구,태평4동,6
서울특별시,동작구,판교동,6
경기도,의정부시,정자1동,6
경기도,수원시 영통구,신흥3동,6
경기도,의정부시,수진2동,6
서울특별시,마포구,야탑1동,6
경기도,용인시 처인구,운중동,6
경기도,용인시 기흥구,도촌동,6
경기도,수원시 장안구,상대원1동,6
서울특별시,성북구,수내1동,6
서울특별시,마포구,정자3동,6
서울특별시,노원구,분당동,6
서울특별시,마포구,정자동,6
경기도,용인시 기흥구,금광2동,6
서울특별시,서대문구,백현동,6
서울특별시,송파구,정자3동,6
경기도,용인시 처인구,서현1동,6
서울특별시,강서구,하대원동,6
서울특별시,광진구,운중동,6
서울특별시,강서구,금광2동,6
서울특별시,관악구,야탑1동,6
서울특별시,강서구,야탑3동,6
서울특별시,광진구,은행2동,6
서울특별시,강동구,신흥3동,6
서울특별시,강동구,상대원1동,6
서울특별시,구로구,야탑3동,6
서울특별시,강남구,은행1동,6
경기도,남양주시,금곡동,6
서울특별시,구로구,야탑2동,6
서울특별시,구로구,백현동,6
서울특별시,강북구,성남동,6
서울특별시,구로구,서현1동,6
서울특별시,강서구,수내1동,6
서울특별시,구로구,삼평동,6
경기도,남양주시,태평2동,6
서울특별시,관악구,태평4동,6
서울특별시,금천구,서현1동,6
경기도,화성시,태평3동,6
경기도,김포시,정자1동,6
서울특별시,광진구,분당동,6
경기도,화성시,중앙동,6
서울특별시,강남구,태평4동,6
경기도,남양주시,태평1동,6
서울특별시,강동구,정자2동,6
서울특별시,관악구,도촌동,6
서울특별시,강동구,도촌동,6
경기도,수원시 팔달구,구미동,5
경기도,용인시 수지구,상대원3동,5
서울특별시,강동구,신촌동,5
경기도,고양시 일산동구,수내1동,5
서울특별시,서대문구,수내1동,5
경기도,용인시 수지구,수진2동,5
서울특별시,중랑구,신흥2동,5
경기도,김포시,금광2동,5
서울특별시,강동구,양지동,5
서울특별시,서초구,시흥동,5
경기도,수원시 팔달구,구미1동,5
경기도,고양시 일산서구,복정동,5
경기도,고양시 일산서구,구미1동,5
경기도,용인시 수지구,단대동,5
서울특별시,서초구,단대동,5
서울특별시,광진구,금광1동,5
서울특별시,서대문구,정자2동,5
경기도,용인시 수지구,양지동,5
서울특별시,중구,신흥2동,5
경기도,고양시 일산서구,성남동,5
서울특별시,강동구,복정동,5
서울특별시,마포구,삼평동,5
서울특별시,중랑구,서현1동,5
서울특별시,중랑구,성남동,5
경기도,의왕시,판교동,5
경기도,수원시 영통구,판교동,5
경기도,수원시 장안구,구미동,5
경기도,용인시 처인구,태평1동,5
경기도,수원시 장안구,도촌동,5
서울특별시,영등포구,야탑2동,5
경기도,수원시 장안구,복정동,5
서울특별시,영등포구,야탑3동,5
경기도,고양시 일산서구,정자1동,5
서울특별시,노원구,상대원1동,5
경기도,용인시 수지구,은행2동,5
경기도,군포시,위례동,5
경기도,용인시 처인구,삼평동,5
경기도,용인시 처인구,분당동,5
경기도,용인시 처인구,복정동,5
경기도,고양시 일산서구,위례동,5
경기도,수원시 장안구,신흥2동,5
서울특별시,광진구,도촌동,5
경기도,수원시 장안구,야탑3동,5
경기도,고양시 일산서구,야탑1동,5
서울특별시,광진구,금광2동,5
경기도,수원시 장안구,위례동,5
서울특별시,서대문구,복정동,5
서울특별시,양천구,위례동,5
서울특별시,성동구,금곡동,5
경기도,용인시 기흥구,하대원동,5
서울특별시,영등포구,은행1동,5
서울특별시,강서구,시흥동,5
경기도,고양시 덕양구,금광2동,5
서울특별시,영등포구,태평4동,5
서울특별시,용산구,구미동,5
서울특별시,용산구,금곡동,5
서울특별시,관악구,상대원1동,5
서울특별시,용산구,성남동,5
경기도,시흥시,판교동,5
경기도,양평군,상대원1동,5
경기도,양평군,복정동,5
경기도,양주시,이매1동,5
서울특별시,성북구,정자동,5
서울특별시,성북구,중앙동,5
경기도,남양주시,금광2동,5
경기도,안산시 단원구,서현1동,5
서울특별시,강서구,운중동,5
서울특별시,용산구,판교동,5
서울특별시,관악구,산성동,5
경기도,남양주시,고등동,5
서울특별시,중랑구,정자동,5
경기도,안양시 동안구,성남동,5
경기도,안양시 동안구,상대원1동,5
서울특별시,중랑구,태평3동,5
경기도,안성시,금곡동,5
경기도,안산시 상록구,정자동,5
경기도,안산시 상록구,구미동,5
서울특별시,강서구,태평1동,5
서울특별시,관악구,수내3동,5
경기도,오산시,태평1동,5
서울특별시,강북구,야탑3동,5
경기도,시흥시,신흥2동,5
서울특별시,강북구,정자1동,5
서울특별시,서초구,정자동,5
경기도,용인시 기흥구,중앙동,5
경기도,안산시 상록구,백현동,5
경기도,고양시 일산동구,복정동,5
경기도,과천시,서현1동,5
서울특별시,은평구,태평1동,5
경기도,수원시 팔달구,정자2동,5
서울특별시,송파구,야탑2동,5
서울특별시,성동구,삼평동,5
경기도,고양시 덕양구,태평1동,5
경기도,수원시 팔달구,하대원동,5
경기도,남양주시,신흥1동,5
경기도,용인시 기흥구,신흥1동,5
서울특별시,강서구,고등동,5
경기도,시흥시,단대동,5
경기도,김포시,상대원1동,5
서울특별시,강서구,금곡동,5
서울특별시,은평구,정자동,5
서울특별시,성동구,정자동,5
경기도,고양시 덕양구,야탑1동,5
경기도,남양주시,서현2동,5
경기도,남양주시,상대원3동,5
서울특별시,은평구,정자2동,5
서울특별시,강서구,삼평동,5
경기도,고양시 덕양구,수내1동,5
경기도,고양시 덕양구,분당동,5
서울특별시,마포구,분당동,5
경기도,남양주시,야탑1동,5
서울특별시,구로구,위례동,5
서울특별시,동대문구,백현동,5
서울특별시,동작구,은행2동,5
경기도,수원시 영통구,복정동,5
서울특별시,동작구,야탑3동,5
경기도,군포시,백현동,5
서울특별시,동대문구,운중동,5
서울특별시,구로구,금곡동,5
경기도,이천시,신흥2동,5
서울특별시,강남구,이매2동,5
서울특별시,강서구,판교동,5
경기도,부천시 원미구,야탑3동,5
경기도,수원시 영통구,고등동,5
경기도,이천시,위례동,5
서울특별시,동대문구,하대원동,5
경기도,이천시,태평1동,5
서울특별시,구로구,구미동,5
서울특별시,종로구,삼평동,5
경기도,하남시,야탑1동,5
경기도,하남시,구미동,5
경기도,파주시,분당동,5
경기도,파주시,신흥2동,5
경기도,수원시 권선구,은행1동,5
서울특별시,강남구,신흥3동,5
서울특별시,영등포구,분당동,5
경기도,평택시,분당동,5
경기도,수원시 권선구,야탑3동,5
서울특별시,광진구,정자동,5
경기도,평택시,구미동,5
서울특별시,강남구,단대동,5
경기도,하남시,은행2동,5
경기도,광명시,정자1동,5
서울특별시,동작구,정자2동,5
서울특별시,강남구,금광2동,5
경기도,평택시,은행2동,5
서울특별시,동대문구,야탑1동,5
경기도,군포시,구미1동,5
경기도,광주시,정자2동,5
경기도,평택시,정자동,5
경기도,평택시,정자3동,5
경기도,수원시 권선구,구미동,5
경기도,이천시,서현1동,5
서울특별시,노원구,금광1동,5
경기도,광주시,판교동,5
서울특별시,노원구,태평1동,5
경기도,이천시,금광2동,5
서울특별시,노원구,은행1동,5
서울특별시,구로구,복정동,5
서울특별시,영등포구,구미동,5
경기도,이천시,복정동,5
서울특별시,강남구,수진1동,5
경기도,수원시 영통구,수내1동,5
서울특별시,강남구,태평1동,5
서울특별시,영등포구,고등동,5
경기도,군포시,신흥2동,5
경기도,광주시,산성동,5
경기도,이천시,상대원1동,5
서울특별시,광진구,수내3동,5
서울특별시,성북구,이매1동,4
경기도,여주시,은행2동,4
서울특별시,성북구,서현2동,4
경기도,여주시,성남동,4
서울특별시,동대문구,도촌동,4
서울특별시,강서구,분당동,4
경기도,오산시,복정동,4
서울특별시,동대문구,서현2동,4
서울특별시,동대문구,상대원1동,4
서울특별시,관악구,신흥1동,4
서울특별시,구로구,야탑1동,4
서울특별시,동대문구,삼평동,4
경기도,하남시,상대원1동,4
서울특별시,영등포구,이매1동,4
경기도,오산시,은행1동,4
서울특별시,관악구,수진1동,4
서울특별시,성북구,시흥동,4
경기도,하남시,삼평동,4
서울특별시,강남구,상대원1동,4
경기도,용인시 기흥구,고등동,4
서울특별시,마포구,도촌동,4
경기도,하남시,은행1동,4
경기도,안양시 동안구,도촌동,4
서울특별시,성북구,태평2동,4
서울특별시,은평구,복정동,4
서울특별시,도봉구,구미동,4
경기도,안양시 동안구,수내1동,4
서울특별시,노원구,고등동,4
경기도,안양시 동안구,서현1동,4
경기도,안양시 동안구,분당동,4
경기도,안양시 동안구,백현동,4
경기도,안양시 동안구,금곡동,4
서울특별시,성북구,정자2동,4
서울특별시,강서구,이매1동,4
경기도,안양시 동안구,구미1동,4
경기도,안성시,태평1동,4
경기도,안성시,야탑3동,4
서울특별시,노원구,구미1동,4
경기도,안산시 상록구,위례동,4
서울특별시,노원구,수내1동,4
경기도,안산시 상록구,상대원1동,4
서울특별시,은평구,백현동,4
경기도,안양시 동안구,판교동,4
경기도,화성시,태평4동,4
서울특별시,금천구,신흥3동,4
서울특별시,동대문구,고등동,4
서울특별시,구로구,운중동,4
경기도,양평군,도촌동,4
서울특별시,양천구,정자3동,4
서울특별시,용산구,이매1동,4
경기도,화성시,고등동,4
경기도,양주시,성남동,4
경기도,양주시,서현1동,4
서울특별시,도봉구,야탑3동,4
서울특별시,용산구,정자3동,4
서울특별시,양천구,서현2동,4
서울특별시,양천구,서현1동,4
경기도,안양시 만안구,판교동,4
경기도,안양시 만안구,중앙동,4
경기도,안양시 만안구,정자1동,4
서울특별시,도봉구,상대원1동,4
서울특별시,금천구,복정동,4
서울특별시,강남구,수내1동,4
서울특별시,강남구,시흥동,4
경기도,포천시,신흥3동,4
경기도,이천시,태평4동,4
서울특별시,마포구,운중동,4
서울특별시,광진구,백현동,4
경기도,용인시 처인구,수내1동,4
서울특별시,동작구,정자3동,4
경기도,용인시 처인구,상대원1동,4
서울특별시,광진구,수진1동,4
경기도,이천시,신흥1동,4
서울특별시,송파구,정자동,4
서울특별시,서대문구,구미1동,4
서울특별시,동작구,수진2동,4
서울특별시,서대문구,분당동,4
경기도,이천시,이매1동,4
서울특별시,동작구,수내3동,4
경기도,이천시,정자2동,4
서울특별시,강동구,수진2동,4
경기도,이천시,태평2동,4
경기도,용인시 수지구,신흥3동,4
경기도,이천시,삼평동,4
경기도,용인시 처인구,야탑3동,4
경기도,용인시 처인구,이매1동,4
경기도,의정부시,도촌동,4
서울특별시,마포구,복정동,4
경기도,의정부시,서현1동,4
경기도,의정부시,위례동,4
서울특별시,마포구,구미동,4
서울특별시,마포구,구미1동,4
서울특별시,강동구,금광1동,4
경기도,의정부시,은행1동,4
서울특별시,강동구,금광2동,4
서울특별시,영등포구,수내1동,4
서울특별시,마포구,고등동,4
서울특별시,영등포구,시흥동,4
경기도,의왕시,은행2동,4
서울특별시,광진구,삼평동,4
경기도,의왕시,위례동,4
경기도,의왕시,운중동,4
서울특별시,마포구,야탑2동,4
서울특별시,관악구,판교동,4
경기도,이천시,하대원동,4
서울특별시,관악구,신흥3동,4
경기도,파주시,복정동,4
경기도,평택시,신흥3동,4
